datetime,load,humidity,temperature
15/12/2022 09:20,3739.68,51,32
15/12/2022 09:25,3781.42,43,29
15/12/2022 09:30,3835.39,51,26
15/12/2022 09:35,3836.94,42,29
15/12/2022 09:40,3832.09,47,21
15/12/2022 09:45,3892.21,66,29
15/12/2022 09:50,3880.16,56,26
15/12/2022 09:55,3842.04,47,28
15/12/2022 10:00,3860.04,49,29
15/12/2022 10:05,3821.77,50,28
15/12/2022 10:10,3812.71,68,24
15/12/2022 10:15,3855.45,62,29
15/12/2022 10:20,3867.89,59,21
15/12/2022 10:25,3858.41,41,22
15/12/2022 10:30,3854.27,40,25
15/12/2022 10:35,3844.09,53,26
15/12/2022 10:40,3778.53,44,27
15/12/2022 10:45,3850.04,68,32
15/12/2022 10:50,3787.51,41,26
15/12/2022 10:55,3785.82,59,28
15/12/2022 11:00,3771.07,62,20
15/12/2022 11:05,3769.45,61,20
15/12/2022 11:10,3756.79,40,25
15/12/2022 11:15,3711.67,49,28
15/12/2022 11:20,3726.79,62,33
15/12/2022 11:25,3683.68,65,33
15/12/2022 11:30,3671.17,59,26
15/12/2022 11:35,3694.72,59,24
15/12/2022 11:40,3702.64,51,21
15/12/2022 11:45,3660.5,64,31
15/12/2022 11:50,3622.08,63,21
15/12/2022 11:55,3612.77,52,32
15/12/2022 12:00,3572.88,47,22
15/12/2022 12:05,3568.65,49,29
15/12/2022 12:10,3542.21,55,31
15/12/2022 12:15,3509.17,56,24
15/12/2022 12:20,3475.05,58,26
15/12/2022 12:25,3458.31,52,21
15/12/2022 12:30,3501.63,41,31
15/12/2022 12:35,3455.15,60,25
15/12/2022 12:40,3466.94,58,29
15/12/2022 12:45,3412.54,66,30
15/12/2022 12:50,3381.82,64,24
15/12/2022 12:55,3384.58,63,30
15/12/2022 13:00,3284.26,52,22
15/12/2022 13:05,3213.06,68,20
15/12/2022 13:10,3171.53,48,30
15/12/2022 13:15,3145.82,68,31
15/12/2022 13:20,3110.96,54,22
15/12/2022 13:25,3104.37,50,29
15/12/2022 13:30,3096.13,42,24
15/12/2022 13:35,3117.64,48,31
15/12/2022 13:40,3098.73,58,23
15/12/2022 13:45,3118.17,58,23
15/12/2022 13:50,3156.54,68,32
15/12/2022 13:55,3135.73,64,32
15/12/2022 14:00,3148.67,55,32
15/12/2022 14:05,3155.29,64,29
15/12/2022 14:10,3163.29,53,24
15/12/2022 14:15,3167.69,54,22
15/12/2022 14:20,3153.0,52,24
15/12/2022 14:25,3138.87,44,20
15/12/2022 14:30,3158.94,46,27
15/12/2022 14:35,3182.86,65,21
15/12/2022 14:40,3138.61,69,27
15/12/2022 14:45,3099.75,58,32
15/12/2022 14:50,3145.92,54,24
15/12/2022 14:55,3136.21,49,25
15/12/2022 15:00,3106.55,54,29
15/12/2022 15:05,3155.57,68,23
15/12/2022 15:10,3113.11,47,21
15/12/2022 15:15,3126.19,48,32
15/12/2022 15:20,3130.07,68,20
15/12/2022 15:25,3135.02,49,22
15/12/2022 15:30,3091.89,64,28
15/12/2022 15:35,3073.0,68,23
15/12/2022 15:40,3127.19,62,20
15/12/2022 15:45,3065.04,61,23
15/12/2022 15:50,3080.75,57,28
15/12/2022 15:55,3091.33,55,33
15/12/2022 16:00,3096.87,42,26
15/12/2022 16:05,3072.49,46,30
15/12/2022 16:10,3085.13,43,26
15/12/2022 16:15,3053.55,60,28
15/12/2022 16:20,3072.18,58,25
15/12/2022 16:25,3079.11,68,31
15/12/2022 16:30,3117.39,40,21
15/12/2022 16:35,3102.06,58,29
15/12/2022 16:40,3094.21,66,32
15/12/2022 16:45,3118.36,65,26
15/12/2022 16:50,3116.81,44,25
15/12/2022 16:55,3165.22,53,33
15/12/2022 17:00,3146.12,53,23
15/12/2022 17:05,3204.71,54,29
15/12/2022 17:10,3228.69,54,30
15/12/2022 17:15,3212.5,55,30
15/12/2022 17:20,3276.0,52,23
15/12/2022 17:25,3281.6,65,31
15/12/2022 17:30,3304.03,60,29
15/12/2022 17:35,3360.73,67,25
15/12/2022 17:40,3450.33,53,29
15/12/2022 17:45,3436.45,62,30
15/12/2022 17:50,3458.98,52,28
16/12/2022 00:00,1995.17,61,22
16/12/2022 00:05,1969.07,59,29
16/12/2022 00:10,1940.97,60,24
16/12/2022 00:15,1927.67,57,20
16/12/2022 00:20,1899.53,62,30
16/12/2022 00:25,1876.71,53,24
16/12/2022 00:30,1871.74,50,32
16/12/2022 00:35,1856.19,58,20
16/12/2022 00:40,1839.02,54,21
16/12/2022 00:45,1836.12,46,32
16/12/2022 00:50,1811.32,55,27
16/12/2022 00:55,1806.39,67,31
16/12/2022 01:00,1783.33,44,29
16/12/2022 01:05,1780.45,69,27
16/12/2022 01:10,1760.51,46,30
16/12/2022 01:15,1747.42,61,22
16/12/2022 01:20,1732.46,67,30
16/12/2022 01:25,1725.02,51,23
16/12/2022 01:30,1730.43,55,31
16/12/2022 01:35,1710.84,62,24
16/12/2022 01:40,1704.66,48,32
16/12/2022 01:45,1702.19,48,28
16/12/2022 01:50,1693.25,40,22
16/12/2022 01:55,1688.08,44,25
16/12/2022 02:00,1688.51,58,20
16/12/2022 02:05,1679.6,53,28
16/12/2022 02:10,1673.75,53,32
16/12/2022 02:15,1670.75,67,26
16/12/2022 02:20,1668.0,42,25
16/12/2022 02:25,1659.98,44,22
16/12/2022 02:30,1658.87,47,20
16/12/2022 02:35,1654.88,68,25
16/12/2022 02:40,1652.88,45,25
16/12/2022 02:45,1652.0,40,32
16/12/2022 02:50,1646.83,63,22
16/12/2022 02:55,1648.56,53,24
16/12/2022 03:00,1646.63,56,22
16/12/2022 03:05,1638.02,46,26
16/12/2022 03:10,1638.66,58,30
16/12/2022 03:15,1641.38,47,33
16/12/2022 03:20,1644.04,54,27
16/12/2022 03:25,1640.53,44,21
16/12/2022 03:30,1634.59,58,31
16/12/2022 03:35,1648.82,57,32
16/12/2022 03:40,1649.68,47,33
16/12/2022 03:45,1644.23,47,23
16/12/2022 03:50,1648.23,46,33
16/12/2022 03:55,1651.96,43,21
16/12/2022 04:00,1669.49,47,21
16/12/2022 04:05,1676.57,50,24
16/12/2022 04:10,1690.24,52,32
16/12/2022 04:15,1702.47,51,22
16/12/2022 04:20,1726.87,57,20
16/12/2022 04:25,1741.68,64,27
16/12/2022 04:30,1757.95,60,30
16/12/2022 04:35,1783.56,63,33
16/12/2022 04:40,1790.36,53,20
16/12/2022 04:45,1812.32,40,31
16/12/2022 04:50,1849.1,63,22
16/12/2022 04:55,1848.8,48,25
16/12/2022 05:00,1891.22,49,29
16/12/2022 05:05,1955.35,66,27
16/12/2022 05:10,1995.4,62,32
16/12/2022 05:15,2054.33,52,21
16/12/2022 05:20,2110.07,53,32
16/12/2022 05:25,2161.05,52,31
16/12/2022 05:30,2211.05,66,21
16/12/2022 05:35,2291.24,65,26
16/12/2022 05:40,2343.38,65,30
16/12/2022 05:45,2410.27,53,20
16/12/2022 05:50,2492.7,46,24
16/12/2022 05:55,2580.78,54,31
16/12/2022 06:00,2644.59,49,28
16/12/2022 06:05,2765.07,56,27
16/12/2022 06:10,2867.83,61,21
16/12/2022 06:15,2957.27,51,32
16/12/2022 06:20,3049.65,60,22
16/12/2022 06:25,3101.78,59,31
16/12/2022 06:30,3169.54,60,22
16/12/2022 06:35,3260.19,59,20
16/12/2022 06:40,3352.01,41,25
16/12/2022 06:45,3337.13,66,28
16/12/2022 06:50,3430.02,45,31
16/12/2022 06:55,3490.07,63,30
16/12/2022 07:00,3488.29,68,22
16/12/2022 07:05,3598.11,65,23
16/12/2022 07:10,3586.21,57,33
16/12/2022 07:15,3644.79,45,25
16/12/2022 07:20,3688.84,54,22
16/12/2022 07:25,3721.24,41,22
16/12/2022 07:30,3719.01,55,33
16/12/2022 07:35,3733.55,47,22
16/12/2022 07:40,3727.92,58,30
16/12/2022 07:45,3766.54,49,31
16/12/2022 07:50,3781.16,68,27
16/12/2022 07:55,3813.34,69,22
16/12/2022 08:00,3825.05,46,30
16/12/2022 08:05,3785.07,58,24
16/12/2022 08:10,3823.44,64,31
16/12/2022 08:15,3811.75,54,31
16/12/2022 08:20,3803.97,41,28
16/12/2022 08:25,3876.81,52,27
16/12/2022 08:30,3877.86,59,27
16/12/2022 08:35,3860.58,42,24
16/12/2022 08:40,3833.81,58,22
16/12/2022 08:45,3855.02,65,22
16/12/2022 08:50,3850.74,60,20
16/12/2022 08:55,3825.72,46,29
16/12/2022 09:00,3882.02,49,22
16/12/2022 09:05,3800.6,55,21
16/12/2022 09:10,3832.13,44,26
16/12/2022 09:15,3919.71,67,29
16/12/2022 09:20,3910.53,46,22
16/12/2022 09:25,3955.21,46,23
16/12/2022 09:30,3970.56,56,24
16/12/2022 09:35,4028.58,43,20
16/12/2022 09:40,4014.13,55,20
16/12/2022 09:45,4028.62,41,22
16/12/2022 09:50,4039.75,50,28
16/12/2022 09:55,4080.38,44,21
16/12/2022 10:00,4082.97,62,31
16/12/2022 10:05,4104.53,58,31
16/12/2022 10:10,4063.48,66,20
16/12/2022 10:15,4096.48,54,26
16/12/2022 10:20,4078.7,40,26
16/12/2022 10:25,4108.57,64,29
16/12/2022 10:30,4138.61,67,33
16/12/2022 10:35,4086.91,41,26
16/12/2022 10:40,4117.19,67,33
16/12/2022 10:45,4114.2,43,28
16/12/2022 10:50,4102.82,63,22
16/12/2022 10:55,4087.02,45,33
16/12/2022 11:00,4080.08,63,31
16/12/2022 11:05,4051.58,43,32
16/12/2022 11:10,4038.6,41,33
16/12/2022 11:15,4024.32,59,29
16/12/2022 11:20,3978.18,48,26
16/12/2022 11:25,3990.28,41,20
16/12/2022 11:30,4011.71,57,26
16/12/2022 11:35,3947.55,50,24
16/12/2022 11:40,3952.38,42,24
16/12/2022 11:45,3964.61,68,20
16/12/2022 11:50,3915.1,63,30
16/12/2022 11:55,3901.61,47,31
16/12/2022 12:00,3892.76,43,29
16/12/2022 12:05,3922.89,57,32
16/12/2022 12:10,3891.02,58,30
16/12/2022 12:15,3865.22,46,31
16/12/2022 12:20,3862.19,58,31
16/12/2022 12:25,3843.52,66,23
16/12/2022 12:30,3776.46,55,30
16/12/2022 12:35,3763.84,46,32
16/12/2022 12:40,3720.16,52,26
16/12/2022 12:45,3714.49,45,27
16/12/2022 12:50,3687.64,47,23
16/12/2022 12:55,3664.81,57,30
16/12/2022 13:00,3581.41,42,31
16/12/2022 13:05,3441.67,62,28
16/12/2022 13:10,3423.04,61,28
16/12/2022 13:15,3378.55,69,26
16/12/2022 13:20,3330.84,60,20
16/12/2022 13:25,3299.6,40,20
16/12/2022 13:30,3304.95,55,32
16/12/2022 13:35,3278.4,62,21
16/12/2022 13:40,3326.85,61,32
16/12/2022 13:45,3318.79,61,31
16/12/2022 13:50,3353.17,45,31
16/12/2022 13:55,3293.56,69,33
16/12/2022 14:00,3292.71,54,20
16/12/2022 14:05,3288.62,68,21
16/12/2022 14:10,3301.94,40,20
16/12/2022 14:15,3301.74,62,30
16/12/2022 14:20,3286.69,68,26
16/12/2022 14:25,3285.42,69,23
16/12/2022 14:30,3258.12,65,26
16/12/2022 14:35,3278.81,53,20
16/12/2022 14:40,3250.99,57,31
16/12/2022 14:45,3225.7,55,21
16/12/2022 14:50,3205.58,45,22
16/12/2022 14:55,3242.57,56,31
16/12/2022 15:00,3206.35,69,26
16/12/2022 15:05,3194.41,47,20
16/12/2022 15:10,3210.65,49,29
16/12/2022 15:15,3189.47,67,20
16/12/2022 15:20,3184.91,64,24
16/12/2022 15:25,3160.61,52,22
16/12/2022 15:30,3167.53,63,28
16/12/2022 15:35,3156.25,41,31
16/12/2022 15:40,3117.12,42,29
16/12/2022 15:45,3147.31,46,26
16/12/2022 15:50,3089.7,60,33
16/12/2022 15:55,3122.26,64,27
16/12/2022 16:00,3128.48,59,27
16/12/2022 16:05,3153.14,52,31
16/12/2022 16:10,3128.7,47,20
16/12/2022 16:15,3123.69,49,21
16/12/2022 16:20,3164.54,62,29
16/12/2022 16:25,3145.84,40,27
16/12/2022 16:30,3141.74,58,22
16/12/2022 16:35,3174.36,67,30
16/12/2022 16:40,3168.1,46,31
16/12/2022 16:45,3131.95,59,28
16/12/2022 16:50,3165.15,49,29
16/12/2022 16:55,3228.0,48,28
16/12/2022 17:00,3228.66,63,26
16/12/2022 17:05,3251.97,43,26
16/12/2022 17:10,3305.38,61,21
16/12/2022 17:15,3275.33,64,29
16/12/2022 17:20,3300.84,44,31
16/12/2022 17:25,3325.15,54,28
16/12/2022 17:30,3396.72,64,24
16/12/2022 17:35,3430.29,54,20
16/12/2022 17:40,3485.74,57,25
16/12/2022 17:45,3482.25,43,25
16/12/2022 17:50,3513.58,51,26
16/12/2022 17:55,3536.77,49,21
16/12/2022 18:00,3523.77,59,32
16/12/2022 18:05,3548.67,44,28
16/12/2022 18:10,3534.38,64,31
16/12/2022 18:15,3537.38,47,32
16/12/2022 18:20,3555.3,54,21
16/12/2022 18:25,3526.96,65,31
16/12/2022 18:30,3530.42,57,31
16/12/2022 18:35,3526.51,45,26
16/12/2022 18:40,3476.22,62,25
16/12/2022 18:45,3487.02,48,25
16/12/2022 18:50,3417.7,63,20
16/12/2022 18:55,3497.8,54,23
16/12/2022 19:00,3426.7,55,24
16/12/2022 19:05,3441.52,63,25
16/12/2022 19:10,3429.91,44,28
16/12/2022 19:15,3439.9,68,26
16/12/2022 19:20,3372.12,61,23
16/12/2022 19:25,3402.76,59,33
16/12/2022 19:30,3347.78,69,29
16/12/2022 19:35,3326.73,42,20
16/12/2022 19:40,3305.58,62,31
16/12/2022 19:45,3313.45,67,30
16/12/2022 19:50,3247.67,65,21
16/12/2022 19:55,3243.44,45,28
16/12/2022 20:00,3234.26,69,32
16/12/2022 20:05,3200.63,55,26
16/12/2022 20:10,3161.53,58,32
16/12/2022 20:15,3150.39,59,32
16/12/2022 20:20,3077.87,61,20
16/12/2022 20:25,3110.18,61,29
16/12/2022 20:30,3073.66,56,21
16/12/2022 20:35,3053.01,45,29
16/12/2022 20:40,3032.97,46,22
16/12/2022 20:45,2986.48,54,25
16/12/2022 20:50,2976.07,45,27
16/12/2022 20:55,2953.95,55,32
16/12/2022 21:00,2897.96,62,31
16/12/2022 21:05,2849.2,41,27
16/12/2022 21:10,2854.52,53,23
16/12/2022 21:15,2850.49,60,20
16/12/2022 21:20,2823.93,43,28
16/12/2022 21:25,2811.9,60,33
16/12/2022 21:30,2787.31,66,32
16/12/2022 21:35,2766.64,58,27
16/12/2022 21:40,2731.7,40,29
16/12/2022 21:45,2725.49,52,29
16/12/2022 21:50,2693.48,67,24
16/12/2022 21:55,2693.81,57,30
16/12/2022 22:00,2646.74,53,21
16/12/2022 22:05,2612.32,42,33
16/12/2022 22:10,2583.96,62,20
16/12/2022 22:15,2580.01,68,25
16/12/2022 22:20,2556.05,59,20
16/12/2022 22:25,2531.18,54,26
16/12/2022 22:30,2452.0,64,31
16/12/2022 22:35,2452.48,49,32
16/12/2022 22:40,2413.53,55,24
16/12/2022 22:45,2407.7,58,27
16/12/2022 22:50,2391.0,57,32
16/12/2022 22:55,2352.68,56,26
16/12/2022 23:00,2332.9,54,22
16/12/2022 23:05,2281.86,65,31
16/12/2022 23:10,2272.35,45,32
16/12/2022 23:15,2239.81,66,21
16/12/2022 23:20,2205.14,54,26
16/12/2022 23:25,2209.89,67,30
16/12/2022 23:30,2163.25,46,28
16/12/2022 23:35,2147.79,42,22
16/12/2022 23:40,2131.76,63,27
16/12/2022 23:45,2108.91,56,32
16/12/2022 23:50,2075.72,60,23
17/12/2022 00:00,2023.04,43,24
17/12/2022 00:05,2000.25,45,31
17/12/2022 00:10,1960.88,53,22
17/12/2022 00:15,1956.31,59,23
17/12/2022 00:20,1924.9,65,33
17/12/2022 00:25,1923.92,41,33
17/12/2022 00:30,1907.06,69,22
17/12/2022 00:35,1889.31,54,30
17/12/2022 00:40,1883.49,43,26
17/12/2022 00:45,1856.94,59,21
17/12/2022 00:50,1842.09,69,27
17/12/2022 00:55,1834.52,45,24
17/12/2022 01:00,1808.6,64,31
17/12/2022 01:05,1792.44,68,27
17/12/2022 01:10,1770.0,61,24
17/12/2022 01:15,1785.51,68,31
17/12/2022 01:20,1776.35,49,30
17/12/2022 01:25,1763.72,57,26
17/12/2022 01:30,1754.49,47,33
17/12/2022 01:35,1746.23,49,30
17/12/2022 01:40,1755.35,51,29
17/12/2022 01:45,1736.04,62,25
17/12/2022 01:50,1729.66,54,32
17/12/2022 01:55,1719.21,63,28
17/12/2022 02:00,1719.04,67,33
17/12/2022 02:05,1717.81,59,23
17/12/2022 02:10,1701.65,57,25
17/12/2022 02:15,1697.58,55,31
17/12/2022 02:20,1685.25,56,32
17/12/2022 02:25,1695.35,55,32
17/12/2022 02:30,1683.85,64,33
17/12/2022 02:35,1675.22,48,33
17/12/2022 02:40,1677.49,65,31
17/12/2022 02:45,1671.58,64,21
17/12/2022 02:50,1666.49,64,31
17/12/2022 02:55,1662.48,61,22
17/12/2022 03:00,1651.95,66,24
17/12/2022 03:05,1653.5,46,28
17/12/2022 03:10,1656.89,57,32
17/12/2022 03:15,1648.47,52,32
17/12/2022 03:20,1655.24,65,31
17/12/2022 03:25,1653.68,53,26
17/12/2022 03:30,1665.11,65,23
17/12/2022 03:35,1657.77,62,30
17/12/2022 03:40,1653.44,68,25
17/12/2022 03:45,1652.01,69,30
17/12/2022 03:50,1660.49,49,27
17/12/2022 03:55,1662.25,49,30
17/12/2022 04:00,1675.9,66,22
17/12/2022 04:05,1693.18,65,28
17/12/2022 04:10,1696.15,62,28
17/12/2022 04:15,1711.67,58,27
17/12/2022 04:20,1718.08,54,30
17/12/2022 04:25,1735.87,42,27
17/12/2022 04:30,1759.4,41,31
17/12/2022 04:35,1770.71,50,33
17/12/2022 04:40,1775.43,65,30
17/12/2022 04:45,1795.92,46,33
17/12/2022 04:50,1829.84,63,28
17/12/2022 04:55,1847.12,68,20
17/12/2022 05:00,1871.28,68,28
17/12/2022 05:05,1917.09,67,32
17/12/2022 05:10,1969.69,49,31
17/12/2022 05:15,2004.87,66,31
17/12/2022 05:20,2054.66,54,31
17/12/2022 05:25,2064.95,46,23
17/12/2022 05:30,2107.4,59,29
17/12/2022 05:35,2191.4,68,25
17/12/2022 05:40,2216.02,60,26
17/12/2022 05:45,2275.06,43,32
17/12/2022 05:50,2318.32,41,20
17/12/2022 05:55,2383.15,40,33
17/12/2022 06:00,2417.58,43,29
17/12/2022 06:05,2528.22,68,30
17/12/2022 06:10,2601.52,46,33
17/12/2022 06:15,2693.18,42,27
17/12/2022 06:20,2759.15,67,30
17/12/2022 06:25,2805.93,44,31
17/12/2022 06:30,2874.18,59,20
17/12/2022 06:35,2908.37,48,24
17/12/2022 06:40,2957.9,46,26
17/12/2022 06:45,3003.96,67,32
17/12/2022 06:50,3071.76,68,21
17/12/2022 06:55,3098.07,69,33
17/12/2022 07:00,3155.64,49,24
17/12/2022 07:05,3229.99,47,29
17/12/2022 07:10,3292.13,40,24
17/12/2022 07:15,3313.72,67,33
17/12/2022 07:20,3348.43,63,28
17/12/2022 07:25,3393.95,60,31
17/12/2022 07:30,3413.56,62,21
17/12/2022 07:35,3467.58,54,27
17/12/2022 07:40,3462.88,55,22
17/12/2022 07:45,3523.99,49,24
17/12/2022 07:50,3528.27,66,31
17/12/2022 07:55,3569.84,43,31
17/12/2022 08:00,3560.73,51,23
17/12/2022 08:05,3559.96,68,20
17/12/2022 08:10,3575.39,52,21
17/12/2022 08:15,3606.63,43,21
17/12/2022 08:20,3606.21,62,24
17/12/2022 08:25,3597.21,40,29
17/12/2022 08:30,3600.54,46,31
17/12/2022 08:35,3645.96,40,25
17/12/2022 08:40,3645.52,44,28
17/12/2022 08:45,3640.24,59,28
17/12/2022 08:50,3626.29,55,31
17/12/2022 08:55,3578.97,61,30
17/12/2022 09:00,3633.93,40,29
17/12/2022 09:05,3609.27,55,32
17/12/2022 09:10,3617.81,54,20
17/12/2022 09:15,3688.99,67,33
17/12/2022 09:20,3727.75,53,27
17/12/2022 09:25,3745.91,66,31
17/12/2022 09:30,3767.53,60,31
17/12/2022 09:35,3764.82,54,29
17/12/2022 09:40,3763.49,56,27
17/12/2022 09:45,3815.51,49,23
17/12/2022 09:50,3818.9,54,23
17/12/2022 09:55,3812.81,42,25
17/12/2022 10:00,3813.44,61,33
17/12/2022 10:05,3791.11,46,21
17/12/2022 10:10,3810.1,60,32
17/12/2022 10:15,3830.15,63,24
17/12/2022 10:20,3756.39,55,27
17/12/2022 10:25,3808.39,55,24
17/12/2022 10:30,3796.13,54,29
17/12/2022 10:35,3828.89,49,24
17/12/2022 10:40,3804.5,53,26
17/12/2022 10:45,3793.25,55,24
17/12/2022 10:50,3758.24,62,24
17/12/2022 10:55,3752.54,61,32
17/12/2022 11:00,3767.12,54,20
17/12/2022 11:05,3713.27,47,23
17/12/2022 11:10,3744.81,50,24
17/12/2022 11:15,3734.58,64,20
17/12/2022 11:20,3695.22,43,31
17/12/2022 11:25,3679.46,45,20
17/12/2022 11:30,3718.99,60,24
17/12/2022 11:35,3695.97,47,28
17/12/2022 11:40,3650.61,59,22
17/12/2022 11:45,3634.38,51,31
17/12/2022 11:50,3582.56,60,20
17/12/2022 11:55,3574.53,62,29
17/12/2022 12:00,3596.1,40,30
17/12/2022 12:05,3555.74,44,22
17/12/2022 12:10,3542.55,64,23
17/12/2022 12:15,3520.31,65,24
17/12/2022 12:20,3444.48,59,21
17/12/2022 12:25,3458.18,44,22
17/12/2022 12:30,3458.1,61,20
17/12/2022 12:35,3407.58,59,27
17/12/2022 12:40,3443.45,61,21
17/12/2022 12:45,3395.48,57,20
17/12/2022 12:50,3382.24,67,21
17/12/2022 12:55,3342.61,45,23
17/12/2022 13:00,3305.48,57,20
17/12/2022 13:05,3180.65,47,21
17/12/2022 13:10,3152.33,54,29
17/12/2022 13:15,3109.03,45,33
17/12/2022 13:20,3110.63,55,27
17/12/2022 13:25,3069.7,47,25
17/12/2022 13:30,3046.49,63,33
17/12/2022 13:35,3098.86,68,22
17/12/2022 13:40,3106.35,44,25
17/12/2022 13:45,3072.08,48,28
17/12/2022 13:50,3082.36,47,26
17/12/2022 13:55,3062.01,52,21
17/12/2022 14:00,3025.78,64,28
17/12/2022 14:05,3084.68,58,24
17/12/2022 14:10,3068.11,61,28
17/12/2022 14:15,3022.64,46,21
17/12/2022 14:20,3065.91,69,28
17/12/2022 14:25,2999.19,60,29
17/12/2022 14:30,3055.82,44,22
17/12/2022 14:35,2998.15,55,33
17/12/2022 14:40,3011.76,54,22
17/12/2022 14:45,3042.45,67,22
17/12/2022 14:50,2978.7,46,30
17/12/2022 14:55,2986.94,45,32
17/12/2022 15:00,2969.61,48,30
17/12/2022 15:05,2986.13,44,25
17/12/2022 15:10,2957.55,46,24
17/12/2022 15:15,2956.84,59,22
17/12/2022 15:20,2950.75,53,26
17/12/2022 15:25,2916.31,63,25
17/12/2022 15:30,2922.3,67,33
17/12/2022 15:35,2928.59,48,24
17/12/2022 15:40,2892.59,62,27
17/12/2022 15:45,2928.84,40,33
17/12/2022 15:50,2933.24,54,20
17/12/2022 15:55,2885.98,64,28
17/12/2022 16:00,2934.38,53,22
17/12/2022 16:05,2900.17,54,21
17/12/2022 16:10,2916.98,66,20
17/12/2022 16:15,2947.88,65,29
17/12/2022 16:20,2921.13,47,32
17/12/2022 16:25,2919.33,46,33
17/12/2022 16:30,2947.64,61,24
17/12/2022 16:35,2946.76,54,25
17/12/2022 16:40,2944.25,40,22
17/12/2022 16:45,2967.34,55,28
17/12/2022 16:50,2962.1,53,25
17/12/2022 16:55,2994.64,49,24
17/12/2022 17:00,3005.49,53,22
17/12/2022 17:05,3050.0,42,32
17/12/2022 17:10,3068.04,63,26
17/12/2022 17:15,3086.7,48,26
17/12/2022 17:20,3111.19,58,21
17/12/2022 17:25,3156.44,47,20
17/12/2022 17:30,3178.36,59,20
17/12/2022 17:35,3223.57,46,29
17/12/2022 17:40,3259.08,43,30
17/12/2022 17:45,3297.83,50,21
17/12/2022 17:50,3338.47,65,27
17/12/2022 17:55,3337.51,41,23
17/12/2022 18:00,3368.26,44,29
17/12/2022 18:05,3347.51,43,23
17/12/2022 18:10,3377.57,53,28
17/12/2022 18:15,3360.02,58,29
17/12/2022 18:20,3339.26,53,23
17/12/2022 18:25,3345.43,52,20
17/12/2022 18:30,3323.51,61,25
17/12/2022 18:35,3294.57,67,31
17/12/2022 18:40,3299.85,63,30
17/12/2022 18:45,3281.57,69,30
17/12/2022 18:50,3292.16,53,23
17/12/2022 18:55,3238.87,46,20
17/12/2022 19:00,3269.3,53,23
17/12/2022 19:05,3253.4,69,26
17/12/2022 19:10,3174.48,44,21
17/12/2022 19:15,3226.09,50,26
17/12/2022 19:20,3195.17,46,30
17/12/2022 19:25,3179.86,68,23
17/12/2022 19:30,3156.47,43,28
17/12/2022 19:35,3128.58,58,24
17/12/2022 19:40,3125.67,55,27
17/12/2022 19:45,3146.69,48,25
17/12/2022 19:50,3069.82,55,26
17/12/2022 19:55,3089.57,60,25
17/12/2022 20:00,3048.02,62,22
17/12/2022 20:05,3004.83,50,33
17/12/2022 20:10,2976.48,42,28
17/12/2022 20:15,2968.91,60,21
17/12/2022 20:20,2911.76,69,32
17/12/2022 20:25,2936.22,55,21
17/12/2022 20:30,2943.62,58,23
17/12/2022 20:35,2865.51,68,21
17/12/2022 20:40,2884.4,68,23
17/12/2022 20:45,2842.75,68,30
17/12/2022 20:50,2848.78,40,21
17/12/2022 20:55,2821.46,66,20
17/12/2022 21:00,2807.39,43,32
17/12/2022 21:05,2751.92,53,26
17/12/2022 21:10,2732.62,40,23
17/12/2022 21:15,2731.67,69,30
17/12/2022 21:20,2703.09,48,27
17/12/2022 21:25,2700.72,63,31
17/12/2022 21:30,2670.23,61,28
17/12/2022 21:35,2665.99,65,21
17/12/2022 21:40,2619.9,42,33
17/12/2022 21:45,2621.75,63,23
17/12/2022 21:50,2578.77,49,23
17/12/2022 21:55,2591.06,57,24
17/12/2022 22:00,2555.17,49,25
17/12/2022 22:05,2530.16,64,27
17/12/2022 22:10,2487.33,58,20
17/12/2022 22:15,2474.82,58,30
17/12/2022 22:20,2453.39,65,21
17/12/2022 22:25,2445.07,42,28
17/12/2022 22:30,2408.82,67,26
17/12/2022 22:35,2370.97,62,30
17/12/2022 22:40,2332.11,67,22
17/12/2022 22:45,2336.71,55,32
17/12/2022 22:50,2293.52,48,29
17/12/2022 22:55,2276.75,67,23
17/12/2022 23:00,2242.01,67,23
17/12/2022 23:05,2201.53,65,25
17/12/2022 23:10,2173.42,65,31
17/12/2022 23:15,2164.68,43,30
17/12/2022 23:20,2107.04,63,30
17/12/2022 23:25,2101.41,45,27
17/12/2022 23:30,2099.82,65,20
17/12/2022 23:35,2060.09,60,26
17/12/2022 23:40,2035.04,52,32
18/12/2022 00:00,1960.83,50,33
18/12/2022 00:05,1943.6,51,32
18/12/2022 00:10,1924.68,68,33
18/12/2022 00:15,1903.73,61,31
18/12/2022 00:20,1870.46,40,29
18/12/2022 00:25,1868.46,54,23
18/12/2022 00:30,1837.25,44,31
18/12/2022 00:35,1827.3,59,20
18/12/2022 00:40,1807.62,46,29
18/12/2022 00:45,1788.93,44,29
18/12/2022 00:50,1781.26,65,25
18/12/2022 00:55,1771.71,52,31
18/12/2022 01:00,1758.42,66,23
18/12/2022 01:05,1737.24,59,33
18/12/2022 01:10,1712.98,69,30
18/12/2022 01:15,1714.53,68,22
18/12/2022 01:20,1703.66,50,29
18/12/2022 01:25,1687.44,68,25
18/12/2022 01:30,1682.62,41,20
18/12/2022 01:35,1678.28,64,30
18/12/2022 01:40,1677.69,45,31
18/12/2022 01:45,1666.47,48,33
18/12/2022 01:50,1649.88,57,28
18/12/2022 01:55,1655.77,46,20
